common_name,tree_registry_id,tree_nickname,tree_score,height_(m),DBH_(m),crown_spread_(m),,last_measured,year_nominated,location,nearest_town,ownership,ownership_details,latitude,longitude,elevation_m,access_notes,tree_site_notes,Principle nominator,Co-nominator 1,Co-nominator 2,Co-nominator 3,Verifier,tree_type,has_photo,all photo LINK,highside_DBH(m),rank,top_lists,tree_sp_code,sp_split_range,datum,Year_only _last_measured,Year_only_nominated
black hawthorn*,356,,"33""",8,1,8.9,,9/6/2013,9/11/2013,Esquimalt Lagoon,Colwood,Federal land,,48.427611,-123.474675,,The tree is located on the western shore of Esquimalt Lagoon.  Follow the foot track SE along stream from Royal Roads road system.,Tree has a rounded crown and multiple stems.,Hans Roemer,,,,Hans Roemer,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/356_Bh_Esqui_HR_2.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/356_Bh_Esqui_HR_1.jpg"" target=""_blank"">2</a>         ",,multi,1,18,c,,2013,2013
black hawthorn*,305,,119,12.8,0.57,8.5,,5/1/2006,5/1/2006,Ironwood Grove,Richmond,Municipal/city,,missing,,,"South end of Shell Rd., Richmond.",,Mary Jewell,,,,Ralf Kelman,b,0,,,1,1,18,c,,2006,2006
black hawthorn*,306,,110,12.2,0.5,9.8,,4/1/2006,4/1/2006,Granville Island,Vancouver,Municipal/city,City of Vancouver,missing,,,South of historic railway tracks near station at Granville Island.,,Mary Jewell,,,,Ralf Kelman,b,0,,,2,1,18,c,,2006,2006
black hawthorn*,1142,,100,9.5,0.5,9.8,,4/29/2022,4/29/2022,Pitt R. Greenway Park,Pitt Meadows,Parks/reserves,Pitt R. Greenway Park,49.20437,-122.69139,0,"Park anywhere along the Pitt River Greenway Park trail and follow the path west. The tree is along the river towards the middle 
of the trail. Two large cottonwoods, and the large cherry are further west.  Also close by arey many other cherry, 
birch, alder and cedar trees. The tree is on the north side of the trail.",Tree is healthy. ,Shaun Muc,,,,Shaun Muc,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1142_Bh_PittRiver_SM_1.jpg"" target=""_blank"">1</a>            ",,3,1,18,c,,2022,2022
black hawthorn^,2060,Alley Hawthorn,54,6.4,0.22,7,,3/29/2025,11/29/2025,10th Avenue,Fernie,Provincial land,BCTS Cranbrook,49.514167,-115.514167,1000,1422 10th Avenue,A remnant native shrub that has managed to survive the area development,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2060_Bh_Ferniehawthorn_TN_1.jpg"" target=""_blank"">1</a>            ",,1,1,18,i,,2025,2025
cascara*,290,,111,17.8,0.35,12.4,,8/11/2003,8/11/2003,Lannan Forest,Courtenay,Unknown,,49.704975,-124.941211,,When nominated the tree was located in the Lannan Forest. Current tree and landownership status is unknown.,Healthy.,Shirley Ward,,,,Chris Walther,b,0,,,1,1,45,c,,2003,2003
choke cherry,242,,71,10.7,0.28,1.5,,8/20/2000,8/20/2000,Kalamoir RP,Kelowna,Parks/reserves,Kalamoir RP,49.849737,-119.544845,,Near base of road from Lakeview Heights.,Healthy.,Ted Lea,,,,Ted Lea,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/242_Vv_Kala_TL_1.jpg"" target=""_blank"">1</a>            ",,1,1,42,,,2000,2000
coastal Douglas-fir,47,Red Creek Fir,784,74,4.23,23,,5/1/1998,5/1/1976,Red Creek,Port Renfrew,Provincial land,,48.579422,-124.222922,100,"For excellent driving directions from Victoria BC, see https://www.ancientforestalliance.org/directions-red-creek-fir.php.   The tree is located off Red Creek Mainline and is accessed along a trail approximately 1/2 km from the road.  The trail head GPS is -124.22668 by 48.57998. The actual tree location is -124.220905 by 48.579422.","It is one of largest known of its species and of the pine family. It is the only known tree on earth (except coast redwoods and giant sequoias) to be 7 feet thick, 144 feet off the ground.  The tree has a large, healthy crown, huge branches and a broken top. It is on a reserve.  Mid slope, toe mesoslope, aspect north.",Al Carder,,,,Al Carder,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/47_Fd_Red_Creek_Fir_TJ_Watt_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/47_Fd_Red_Creek_Fir_TJ_Watt_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/47_Fd_Red_Creek_Fir_TJ_Watt_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/47_Fd_Red_Creek_Fir_TJ_Watt_5.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/47_Fd_RedCr_GS_2.jpg"" target=""_blank"">5</a>",,1,1,40,,,1998,1976
coastal Douglas-fir,273,Bonin Giant,726,65.8,3.98,21.9,,5/1/2002,5/1/2002,Watershed,Coquitlam,Watersheds,Coquitlam Watershed,missing,,,No public access,Healthy with broken top and a high wood volume.  Base covered in debris.,Ralf Kelman,,,,Ralf Kelman,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/273_Df_Bonin_SM_3.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/273_Df_Bonin_SM_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/273_Df_Bonin_SM_1.jpg"" target=""_blank"">3</a>      ",,2,1,40,,,2002,2002
coastal Douglas-fir,386,Big Lonely Doug,701,66,3.79,18.3,,4/18/2014,8/29/2014,Gordon River V.,Port Renfrew,Tree Farm Lic.,46,48.64622,-124.45051,96,"Driving Directions from Port Renfrew to Big Lonely Doug
1. km 0.0 - start at the Port Renfrew Community Center/Fire
Station and drive down Deering Rd 0.2 km
2. km 0.2 - continue over single lane bridge 1.1 km
3. km 1.4 - turn right at fork and continue for 1.4 km
4. km 2.7 - cross Deering Bridge and turn left onto the Gordon River Main (right goes to Lake Cowichan)
5. Stay on the mostly-paved Gordon River Main and after
approximately 5 km it will become gravel and you
will hit a “Y” where you go LEFT and cross a high bridge
over the beautiful Gordon River.
6. After crossing the bridge keep on the Gordon River Main
for about 1.5 km, staying to the RIGHT at the next “Y”.
7. Shortly after you will cross a small bridge over a creek
(Baird Creek). This is the Avatar Grove, the newly popular old-growth forest hiking area!
8. Continue past the Avatar Grove on the Gordon River Main
for approximately 4.5 km and take your FIRST RIGHT onto
Edinburgh Main road. (Note: it’s a smaller looking road)
9. You will soon cross over a bridge above a very tall canyon
on the Gordon River. *Note: From here on 4x4 vehicles with
good clearance are recommended!
10. Follow the rough road as it veers uphill and then right. Continue
on the main road for approximately 5 minutes.
11. A giant clearcut from 2012 will appear on your right hand
side. In that clearcut you will see two big Douglas-firs left
standing - the second one is Big Lonely Doug.
*NOTE: The hike into Big Lonely Doug is through a difficult
clearcut and should ONLY be attempted by those with good
balance.","The tree stands alone in a clearcut from 2012 and is hard to miss. It has a straight trunk, a broken top, and still has most of it's branches but did recently lose one of it's biggest in a wind storm. The hike into Big Lonely Doug is through difficult logging slash and should only be attempted by those with good balance.",TJ Watt,Ken Wu,,,A MacKinnon,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/386_Fd_Big_Lonely_Doug_TJ_Watt_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/386_Fd_Big_Lonely_Doug_TJ_Watt_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/386_Fd_Big_Lonely_Doug_TJ_Watt_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/386_Fd_Big_Lonely_Doug_TJ_Watt_4.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/386_Fd_Big_Lonely_Doug_TJ_Watt_5.jpg"" target=""_blank"">5</a>",,3,1,40,,,2014,2014
coastal Douglas-fir,453,Alberni Giant 1513-002,683,65,3.64,24.1,,10/17/2019,4/29/2019,Riverside Main,Port Alberni,Provincial land,BCTS Legacy Tree,49.187109,-125.0825,125,"Follow Hiway 4 west through Port Alberni. After crossing the 'Orange' bridge over the Somass River, drive 0.6km and then turn left on to McCoy Lake Road. Follow McCoy Lake Road to the junction with Stirling Arm Drive. Follow Stirling Arm Drive to the intersection with Ash Main. Turn left onto Ash Main and drive 1km to the junction with Stirling Main. turn right onto Stirling Main and follow it for 12km to the junction with Gracie Main. Turn left onto Gracie Main and follow it for 6km to the junction with Gracie Hook-up. Keep right onto the Gracie Hook-up and follow it for 2km to the junction with Nahmint Main. Turn right onto Nahmint Main and drive 1.2km to the bridge crossing the Nahmint River. Once across the one-lane bridge, drive 0.2km to the junction with Riverside Main. Turn left onto Riverside Main and drive 1.7km to Block 1513 located on the west side of the road. If you drive past a small weedy lake to your right, you have driven past Block 1513 and the tree. There is a small road on your right just past the lake which makes a convenient turnaround. The tree is very visible along the skyline beyond the southern boundary of Block 1513. There is a rough trail from the road (approximately 20m past the southern falling boundary of the block that leads up to 1513-002. You will pass a large Western Redcedar (Legacy Tree 1513-001, 3.15m in diameter or 9.9m in circumference) as you climb the slope up to 1513-002. There is another large Western Redcedar (Legacy Tree 1513-003, 3.11m in diameter or 9.8m in circumference) located approximately 25m up slope of 1513-002. All trees are marked with bright yellow BCTS Legacy Tree plaques. Use caution when traveling on gravel Forest Service roads. These are active industrial roads and expect to meet large vehicles at any time!",1513-002 is a Douglas-fir in good health. There are no apparent signs of rot present upon a visual inspection of the tree. The tree is largely intact with only a few small broken limbs present in the upper portion of the canopy. there are several moderate-sized burls (approximately 1m across and flattened) on the up-slope side of the tree. It is located within the CWH vm1 and is situated on a small bench located on the lower slope with a NE aspect. The tree can be considered to be windfirm as it is sheltered within a 12.1 hectare Old Growth Management Area. This OGMA contains several other Legacy Trees (two Western Redcedar; 1513-001 and 1513-003).There is minimal evidence of historic windthrow in the vicinity of 1513-002 or throughout the OGMA. ,BCTS Legacy Trees,,,,Greg Herringer,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/453_Fd_Alberni_Giant_TJ_Watt_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/453_Fd_Alberni_Giant_TJ_Watt_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/453_Fd_Alberni_Giant_TJ_Watt_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/453_Df_Nahm_6.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/453_Df_Nahm_7.jpg"" target=""_blank"">5</a>",,4,1,40,,,2019,2019
coastal Douglas-fir,275,Temple Giant,675,85.3,3.05,21.9,,5/1/2002,5/1/2002,Lower Seymour CR,North Vancouver,Parks/reserves,Lower Seymour CR,49.39078,-123.00417,,Temples of Time Grove.  5 km west of mainline.,Big healthy crown with a  high wood volume.  This tree was found with a wind damaged top at 280’.  It is estimated to have been over 300' tall.  Steep slope.,Ralf Kelman,,,,Ralf Kelman,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/275_Fd_SeymourTempleofTime_IS_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/275_Fd_SeymourTempleofTime_IS_2.jpg"" target=""_blank"">2</a>         ",,5,1,40,,,2002,2002
coastal Douglas-fir,121,Crown Creek Fir,673,72.2,3.4,19.5,,7/1/1992,7/1/1992,Crown Creek,North Vancouver,Watersheds,Capilano Watershed,no access,,720,No public access,"The tree has a broken top.  Northwest aspect, 85% slope, mid-slope, straight. Montane.",Ralf Kelman,,,,Ralf Kelman,c,0,,,6,1,40,,,1992,1992
coastal Douglas-fir,576,LT# 068-013,660,59.4,3.62,21.7,,6/11/2019,3/20/2021,Nahmint,Port Alberni,Provincial land,BCTS Legacy Tree,hidden,,,Sensitive ecosystem - exact location withheld,Very good health. Windfirm. Located in large OGMA.,BCTS Legacy Trees,,,,Greg Herringer,c,0,            ,,7,1,40,,,2019,2021
coastal Douglas-fir,572,Heimdallr LT# 2521-002,658,57.6,3.64,22.9,,7/15/2020,3/20/2021,West Antler,Port Alberni,Provincial land,BCTS Legacy Tree,49.246364,-125.171022,590,West Antler Main. Steep rough road.,Very good health. Intact top,BCTS Legacy Trees,,,,Greg Herringer,c,0,            ,,8,1,40,,,2020,2021
coastal Douglas-fir,1228,Laminar Fir,654,79.3,3.07,18,,10/28/2022,12/11/2022,Pipe Dream,Youbou,Tree Farm Lic.,44 OGMA,48.925765,-124.590633,382,"Notes current to Dec. 2022. No gates or deactivated roads. Directions from Cassy's Coffee House in Youbou. Travel 24.6km west along North Shore Road and turn right onto Nitinat Main. After 4.1km, turn left onto NT2. Cross the bridge at 1.1km and stay left at the fork at 1.3km. Stay left at the fork at 2.3km. Stay right at the fork at 7.4km. Stay left at the fork at 9.1km. At 9.7km, turn right onto the branch road. At 500m stay left at the fork. At 1.2km, stay left at the fork. At 1.9km, turn left onto the spur. Follow road until recent cutblock on both sides of the road (logged 2019). Park at a pullout and hike uphill through the cutblock to access Pipe Dream! Enter the cutblock at the large fir on the edge of the cutblock, just past several large stumps. Hike south through the old growth 220m until you come to an open area with many large firs. Hike southwest about 280m until the aspect changes from E to SE. The Laminar fir is just around the bend when the aspect changes.","The Laminar Fir is an absolutely massive pillar of wood, nearly perfectly cylindrical for dozens of meters, with one large branch mid-way up and a somewhat flattened top. Situated at the edge of an open patch of forest, the entire tree is visible from both upslope and downslope, with many other large firs nearby. ",Jon Degner,,,,Jon Degner,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1228_Fdc_Laminar_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1228_Fdc_Laminar_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1228_Fdc_Laminar_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1228_Fdc_Laminar_4.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1228_Fdc_Laminar_5.jpg"" target=""_blank"">5</a>",,9,1,40,,WGS 84,2022,2022
coastal Douglas-fir,102,Cathedral Grove #1,645,70.1,3.22,20.7,,5/1/1990,5/1/1990,Catherdral Grove,Alberni,Parks/reserves,MacMillan PP,missing,,,,"This tree was once the tallest in Cathedral Grove and one of BC's largest Douglas-fir on record. In 1990, it stood 70.1 m (230 ft) tall with a score of 645 points.  A major windstorm in January 1997 swept through the area and reduced this tree to a little over 100ft in height.  Those surviving the storm, which are now the tallest in the grove, have yet to be nominated.",Randy Stoltmann,,,,Randy Stoltmann,c,0,,,10,1,40,,,1990,1990
coastal Douglas-fir,248,Elk Creek Fir,639,85.3,2.76,22.3,,5/1/2001,5/1/2001,Elk Creek,Chilliwack,Provincial land,,missing,,,"West side of Elk Creek, Chilliwack District watershed.",Very healthy with broken top and big crown.,Shaun Muc,Ralph Kelman,Clint Marvin,,Shaun Muc,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/248_Df_Elk_SM.jpg"" target=""_blank"">1</a>            ",,11,2,40,,,2001,2001
coastal Douglas-fir,1225,Wye Fir,636,82.8,2.78,24.8,,11/19/2022,12/11/2022,Pipe Dream,Youbou,Tree Farm Lic.,44 OGMA,48.935437,-124.589447,300,"Notes current to Dec. 2022. No gates or deactivated roads. Directions from Cassy's Coffee House in Youbou. Travel 24.6km west along North Shore Road and turn right onto Nitinat Main. After 4.1km, turn left onto NT2. Cross the bridge at 1.1km and stay left at the fork at 1.3km. Stay left at the fork at 2.3km. Stay right at the fork at 7.4km. Stay left at the fork at 9.1km. At 9.7km, turn right onto the branch road. At 500m stay left at the fork. At 1.2km, stay left at the fork. At 1.9km, turn left onto the spur. Follow road until recent cutblock on both sides of the road (logged 2019). Park at a pullout and hike uphill through the cutblock to access Pipe Dream! The Wye fir is near the northern end of Pipe Dream. The most direct route is to continue driving along the road until the end of the next regenerating cutblock (logged 2006). You can park around 48.935442, -124.587609. Hike up through the regen along the seasonal creek 60m until you reach the old growth. Follow the lip of the ravine uphill for another 90m until you reach the Wye fir. ","A very healthy tree, showing vigourous apical growth and a dense crown that can be seen from the road. It has a high, narrow fork with two co-dominant leaders, giving it a truly remarkable crown spread. The tree is situated on a moderate slope near the edge of a seasonal creek ravine. In a stand of exceptional trees, it still stands out from 50 meters away in all directions as remarkable.",Jon Degner,Rose Schmidt,Christine Courmouzis,Mick Bailey,Jon Degner,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1225_Fdc_Wye_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1225_Fdc_Wye_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1225_Fdc_Wye_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1225_Fdc_Wye_4.jpg"" target=""_blank"">4</a>   ",,12,2,40,,WGS 84,2022,2022
