common_name,tree_registry_id,tree_nickname,tree_score,height_(m),DBH_(m),crown_spread_(m),last_measured,year_nominated,location,nearest_town,ownership,ownership_details,latitude,longitude,elevation_m,access_notes,tree_site_notes,Principle nominator,Co-nominator 1,Co-nominator 2,Co-nominator 3,Verifier,tree_type,has_photo,all photo formula,highside_DBH(m),top_lists,tree_sp_code,sp_split_range
coastal Douglas-fir,1225,Wye Fir,636,82.8,2.78,24.8,2022,2022,Pipe Dream,Youbou,Tree Farm Lic.,44 OGMA,48.935437,-124.589447,300,"Notes current to Dec. 2022. No gates or deactivated roads. Directions from Cassy's Coffee House in Youbou. Travel 24.6km west along North Shore Road and turn right onto Nitinat Main. After 4.1km, turn left onto NT2. Cross the bridge at 1.1km and stay left at the fork at 1.3km. Stay left at the fork at 2.3km. Stay right at the fork at 7.4km. Stay left at the fork at 9.1km. At 9.7km, turn right onto the branch road. At 500m stay left at the fork. At 1.2km, stay left at the fork. At 1.9km, turn left onto the spur. Follow road until recent cutblock on both sides of the road (logged 2019). Park at a pullout and hike uphill through the cutblock to access Pipe Dream! The Wye fir is near the northern end of Pipe Dream. The most direct route is to continue driving along the road until the end of the next regenerating cutblock (logged 2006). You can park around 48.935442, -124.587609. Hike up through the regen along the seasonal creek 60m until you reach the old growth. Follow the lip of the ravine uphill for another 90m until you reach the Wye fir. ","A very healthy tree, showing vigourous apical growth and a dense crown that can be seen from the road. It has a high, narrow fork with two co-dominant leaders, giving it a truly remarkable crown spread. The tree is situated on a moderate slope near the edge of a seasonal creek ravine. In a stand of exceptional trees, it still stands out from 50 meters away in all directions as remarkable.",Jon Degner,Rose Schmidt,Christine Courmouzis,Mick Bailey,Jon Degner,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1225_Fdc_Wye_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1225_Fdc_Wye_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1225_Fdc_Wye_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1225_Fdc_Wye_4.jpg"" target=""_blank"">4</a>   ",,2,40,
coastal Douglas-fir,274,Alexander Giant,628,66.4,3.16,22.6,2002,2002,Watershed,Coquitlam,Watersheds,Coquitlam Watershed,missing,,,No public access,,Derek Bonin,,,,Ralf Kelman,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/274_Df_Alexander_SM.jpg"" target=""_blank"">1</a>            ",,2,40,
coastal Douglas-fir,296,,625,76.2,2.91,18.3,2006,2006,NW Coquitlam Lake,Coquitlam,Watersheds,Coquitlam Watershed,missing,,,No public access,,Derek Bonin,,,,Ralf Kelman,c,0,,,2,40,
coastal Douglas-fir,132,,621,85.3,2.76,,2006,1992,N Coquitlam Grove,Coquitlam,Watersheds,Coquitlam Watershed,missing,,,No public access,,Will Koop,,,,Ralf Kelman,c,0,,,2,40,
coastal Douglas-fir,547,Bumblebee WFP_0181,621,66.8,3.12,19.1,2020,2020,"E. Fork, Klanawa",Whyac,Tree Farm Lic.,44,48.80181,-124.82668,100,"From the small town of Youbou, on the Eastern end of Lake Cowichan, head Westward on the North Shore Road,
continuing all the way past the lake on Cowichan Main and eventually following the Nitinat River.
Turn right at T-Intersection ( 48.8627379, -124.6438995 ) over the bridge which crosses Nitinat River, following
Carmanah Main. A visit to the waterfalls on the Little Nitinat Falls is recommended for a quick break (unmarked pull
off near 48.871476, -124.687404 ).
Follow Carmanah Main until a bridge on your left crosses the Little Nitinat River onto Flora Main ( 48.8994754,
-124.6887141 ).
Follow Flora until you reach Upper Klanawa Main ( 48.861963, -124.739748 ) and turn left.
Not long after passing Newstead Main (do not take this road), the road starts climbing and splits. Take the left spur
K-265, up a steep pitch and around a tight bend ( 48.8267934, -124.7812745 ). After some time, along the South side
of K-265 there are a couple of small lakes accessed via a short spur (approx 48.8274633, -1248130282 ), where one
can visit the Fairy Bell Cedar at Dorothy Lake (at the head of the second lake, 48.825688, -124.822826 ).
Coming to another T-Intersection ( 48.8307925, -124.8372049 ), turn left and continue straight past another
intersection and follow it until you reach the spruce flats and recently logged areas at the bottom of the valley (approx
48.7969942, -124.8668236 ). This is where the Main and East Forks of the Klanawa River meet. This new road
bends East and becomes very coarse. It is advised that one parks in a safe location and walks to the Bumblebee
Tree from the road (starting at 48.801119, -124.832387 ).
*Alternatively the Hummingbird and adjacent forest stands can be reached by crossing one of the numerous log-jams
on the Klanawa River East Fork. Park on Newstead Main , and find a log-jam that you can cross safely ( 48.799488,
-124.817626 ) or ( 48.802287, -124.808875 ) for example. Be sensible, do not attempt when the river is flowing high,
and no I am not responsible if your shoe soles are slippery and your iphone goes for a swim ;) Keep your electronics
safe in a ziplock or wet bag. Personally, we prefer using Newstead Main, the road is in better condition and it is a
more straightforward route.
Please be advised that this is an ACTIVE logging area, follow suitably safe driving techniques and be vigilant and
courteous to other road users. It is advised to only visit this area on weekends when logging activities are minimal.
This is a remote area without cellular reception so plan your trip accordingly. Input your coordinates before you leave
home. In general the gravel road driving is reasonable for most vehicles, but fill your tank and definitely bring a full
sized spare tire along for this trip.","CWHvh1 07.  The top of the crown is bare and the canopy has classic spiralling form. On the uphill side of the tree the trunk has large columnar veins and a distinctive scar bare of bark (Approx. AM525 x 0.75m). Bumblebee stands at a lower slope position, at the edge of cut-block along a small and steep drainage populated by western redcedar.  The Bumblebee Tree stands on a cutblock above the Hummingbird Spruce Grove. For more detailed information about the trees of this region visit
the Vancouver Island Prominent Tree Survey, a project hosted by the coastaltrailcollective.com.",Eric Walton,Will O’Connell,Owen Enright,Alex Smith,Eric Walton,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/547_Fd_bumblebee_EW_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/547_Fd_bumblebee_EW_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/547_Fd_bumblebee_WO_1.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/547_Fd_bumblebee_WO_2.jpg"" target=""_blank"">4</a>   ",3,2,40,
coastal Douglas-fir,1227,Conduit Fir,621,80.2,2.76,20,2022,2022,Pipe Dream,Youbou,Tree Farm Lic.,44 OGMA,48.927091,-124.591401,395,"Notes current to Dec. 2022. No gates or deactivated roads. Directions from Cassy's Coffee House in Youbou. Travel 24.6km west along North Shore Road and turn right onto Nitinat Main. After 4.1km, turn left onto NT2. Cross the bridge at 1.1km and stay left at the fork at 1.3km. Stay left at the fork at 2.3km. Stay right at the fork at 7.4km. Stay left at the fork at 9.1km. At 9.7km, turn right onto the branch road. At 500m stay left at the fork. At 1.2km, stay left at the fork. At 1.9km, turn left onto the spur. Follow road until recent cutblock on both sides of the road (logged 2019). Park at a pullout and hike uphill through the cutblock to access Pipe Dream! Enter the cutblock at the large fir on the northern edge of the cutblock, just past several large stumps. Hike south through the old growth 220m until you come to an open area with many large firs. Hike uphill about 190m until you reach the Conduit Fir. This is the largest tree within a cluster of about 5 large firs, very near the edge of the old growth, where it abuts a 50-year-old second growth stand. ","The Conduit Fir is an especially girthy tree, even by the standards of this stand. It is situated on a moderate slope, in an area with several other firs >250cm in diameter. ",Jon Degner,,,,Jon Degner,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1227_Fdc_Conduit_1.jpg"" target=""_blank"">1</a>            ",,2,40,
coastal Douglas-fir,94,Caycuse Fir,620,63,3.2,21,1990,1990,Caycuse,Youbou,Provincial land,,missing,,,,,Ralf Kelman,,,,Ralf Kelman,c,0,,,2,40,
coastal Douglas-fir,1192,Baldr Fir LT# 2521-001,617,61.2,3.26,16.5,2019,2022,West Antler,Port Alberni,Provincial land,BCTS Legacy Tree,49.250843,-125.168394,,,,BCTS Legacy Trees,,,,Greg Herringer,c,,,,2,40,
coastal Douglas-fir,206,Caycuse Mainline Fir,615,67.1,3.05,21.9,2000,2000,Caycuse Mainline,Youbou,Provincial land,,missing,,,,Broken top.,Ralf Kelman,,,,Ralf Kelman,c,0,,,3,40,
coastal Douglas-fir,571,LT# 2521-001,613,60.2,3.26,14.6,2020,2021,West Antler,Port Alberni,Provincial land,BCTS Legacy Tree,49.251206,-125.167674,,West Antler Main. Steep rough road.,Good health. Broken top. No scarring or sign of rot on main stem.,BCTS Legacy Trees,,,,Greg Herringer,c,0,,,3,40,
coastal Douglas-fir,128,Hollyburn Spur Giant,612,64,3.1,21.6,1992,1992,Watershed,North Vancouver,Watersheds,Capilano Watershed,missing,,,No public access,,Ralf Kelman,,,,Ralf Kelman,c,0,,,3,40,
coastal Douglas-fir,551,3PP,612,68,3.03,18,2020,2020,Nitinat R. - Macoola,Youbou,Tree Farm Lic.,44,48.879819,-124.590399,28,"From the small town of Youbou, head Westward on the North Shore Road, following along the shore of Cowichan
Lake. Arrive at a signposted split between Bamfield and Nitinat and head left towards Nitinat. Driving past the head
of the Lake, you eventually enter the Nitinat River Valley. At the entrance of Nitinat River Ecological Preserve
(Eastern Portion 48.901189, -124.545689 ) you will encounter old-growth Douglas fir forest and some roadside
CMT’s. Have a look at the impressive Nitinat Fir (just below the road, 48.893787, -124.556285 ).
It is also worth checking out the canyon section of the Nitinat river ( 48.895723, -124.558131 ).
A couple of hundred meters past the turnoff for Granite Main, find a safe place to park. On foot, follow an old spur on
the north side of the road ( 48.876268, -124.587473 ) briefly. When the spur becomes overgrown, head left
( 48.878611, -124.585422 ) through the bush. Heading slightly downhill, start contouring to your right along the hillside
until you encounter an impressive stand of Fir and Hemlock on the slope above the river. Here you will encounter the
Cauliflower Mushroom Fir. Follow the lower slope around a corner (northward and upstream) for 50m or so, staying
above the dense brush along the river edge. Once you can easily cross onto the river flats, find your way to the river
edge and safely fjord across the river, just above the bend. You should be able to see a large spruce and you may be
able to see 3PP’s double leaders a little further back from the shore. The tree is located on the flats about 60m from
shore amongst sword ferns.
Please be advised that this is an ACTIVE logging area, follow suitably safe driving techniques and be vigilant and
courteous to other road users. It is advised to only visit this area on weekends when logging activities are minimal.
This is a remote region without cellular reception so plan your trip accordingly. Input your coordinates before you
leave home. In general the gravel road driving is reasonable for most vehicles, but fill your tank and definitely bring a
full sized spare tire along for this trip. There are some basic amenities available in the Village of Nitinat. Only cross
the river when the flow is low, it is recommended to have your electronics in watertight bags and please be careful.","Gradually tapering and with a distinctive burl, the trunk splits into two healthy looking upward facing
leaders at approximately the 40m mark.
Located on a flat and sandy riparian floodplain, 3PP is a fine Douglas fir standing amidst Bigleaf
Maple, Hemlock and Sitka spruce about 60m from the bank of the Nitinat River.
This floodplain is part of a series of high quality, intact riverside patches of old growth standing
between the Eastern and Western portions of the Nitinat River Ecological Reserves. Sitka Spruce begin to
Reach full potential in the floodplains and Douglas fir become less abundant at river level. Here and across
the river in Macoola Grove, one will find the Red Listed Tooth- leaved Monkey flowers and Blue Listed
Scouler’s corydalis carpeting the floor during the late spring and summer.
For more detailed information about the trees of the Central Nitinat River and the Macoola Grove region
visit the Vancouver Island Prominent Tree Survey, a project hosted by the coastaltrailcollective.com",Eric Walton,Will O’Connell,Mette Kurtzhals,,Eric Walton,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/551_Fd_3PP_EW_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/551_Fd_3PP_EW_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/551_Fd_3PP_EW_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/551_Fd_3PP_WO.jpg"" target=""_blank"">4</a>   ",,3,40,
coastal Douglas-fir,95,Chittenden Fir,610,85,2.54,20,1990,1990,Lower Seymour CR,North Vancouver,Parks/reserves,Lower Seymour CR,missing,,,,,Ralf Kelman,,,,Ralf Kelman,c,0,,,3,40,
coastal Douglas-fir,205,Ore Creek Giant,610,64,3.1,19.8,2000,2000,Ore Creek,Coquitlam,Watersheds,Coquitlam Watershed,missing,,,No public access,"Broken top, big healthy crown, one giant branch, and a very high wood volume.",Ralf Kelman,,,,Ralf Kelman,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/205_Df_Ore_SM.jpg"" target=""_blank"">1</a>            ",,3,40,
coastal Douglas-fir,853,WFP_0248,608,61.5,3.18,16,2019,2022,Klanawa,Whyac,Tree Farm Lic.,44,48.808073,-124.903805,294,,CWHvm1 04,WFP Big Tree,,,,WFP,c,0,,3.18,3,40,
coastal Douglas-fir,873,WFP_0269,608,79,2.71,16.3,2019,2022,Davie,Woss,Tree Farm Lic.,37,50.147268,-126.465781,307,,CWHmm1 07,WFP Big Tree,,,,WFP,c,0,,2.71,3,40,
coastal Douglas-fir,872,WFP_0268,607,82,2.59,22.3,2019,2022,Davie,Woss,Tree Farm Lic.,37,50.146816,-126.465302,305,,CWHmm1 07,WFP Big Tree,,,,WFP,c,0,,2.59,3,40,
coastal Douglas-fir,325,,596,73.4,2.72,23,2002,2002,Royal Roads ,Colwood,Federal land,,missing,,,"Royal Roads. Take old road from gravel pit downhill to the SE. At intersection with N-S road, backtrack up about 35 m to find tree about 10 m from old road on left.",Vigorous.  A few small top branches are dead.,Hans Roemer,,,,Hans Roemer,c,0,,,3,40,
coastal Douglas-fir,871,WFP_0267,593,69.8,2.82,18.7,2019,2022,Davie,Woss,Tree Farm Lic.,37,50.146838,-126.464988,305,,CWHmm1 07,WFP Big Tree,,,,WFP,c,0,,2.82,,40,
coastal Douglas-fir,573,LT# 2521-002,578,63.8,2.85,20.1,2019,2021,West Antler,Port Alberni,Provincial land,BCTS Legacy Tree,49.246364,-125.169425,570,West Antler Main. Steep rough road.,Very good health. Top intact. Windfirm,BCTS Legacy Trees,,,,Greg Herringer,c,0,            ,,,40,
coastal Douglas-fir,577,LT# 068-014,576,69.1,2.72,16.1,2019,2021,Nahmint,Port Alberni,Provincial land,BCTS Legacy Tree,49.182444,-125.070238,,Adjacent to small unofficall campsite at mouth of Nahmint River. Riverside Main. Access via Nahmint Main,Good health. Lake/creek side embankments becoming undercut and eroded. Windfirm.,BCTS Legacy Trees,,,,Greg Herringer,c,0,            ,,,40,
